,Data Type,UTC Time,Latitude,North/South,Longitude,East/West,Quality,Satellites Num,HDOP,Altitude,Alit Unit,Geoid Height,Geo Unit,Comm Time,Check Sum,x,y
2005-09-25 23:41:12,$GPGGA,234112,3926.5031,N,11946.1982,W,2,12,0.8,1380.2,M,-22.0,M,,"*4A
",1943714.0237335805,-256905.46600305964
2005-09-25 23:41:14,$GPGGA,234114,3926.5031,N,11946.1982,W,2,12,0.9,1380.0,M,-22.0,M,,"*4F
",1943714.0237335805,-256905.46600305964
2005-09-25 23:41:16,$GPGGA,234116,3926.5031,N,11946.1982,W,2,12,0.9,1379.7,M,-22.0,M,,"*4C
",1943714.0237335805,-256905.46600305964
2005-09-25 23:41:18,$GPGGA,234118,3926.5031,N,11946.1982,W,2,12,0.9,1379.6,M,-22.0,M,,"*43
",1943714.0237335805,-256905.46600305964
2005-09-25 23:41:20,$GPGGA,234120,3926.5031,N,11946.1982,W,2,12,0.9,1379.7,M,-22.0,M,,"*49
",1943714.0237335805,-256905.46600305964
2005-09-25 23:41:22,$GPGGA,234122,3926.5031,N,11946.1982,W,2,12,0.9,1379.6,M,-22.0,M,,"*4A
",1943714.0237335805,-256905.46600305964
2005-09-25 23:41:24,$GPGGA,234124,3926.5031,N,11946.1982,W,2,12,0.9,1379.5,M,-22.0,M,,"*4F
",1943714.0237335805,-256905.46600305964
2005-09-25 23:41:26,$GPGGA,234126,3926.5031,N,11946.1983,W,2,12,0.9,1379.5,M,-22.0,M,,"*4C
",1943713.87848896,-256905.50420083888
2005-09-25 23:41:28,$GPGGA,234128,3926.5031,N,11946.1983,W,2,12,0.9,1379.7,M,-22.0,M,,"*40
",1943713.87848896,-256905.50420083888
2005-09-25 23:41:30,$GPGGA,234130,3926.5031,N,11946.1983,W,2,12,0.8,1380.0,M,-22.0,M,,"*49
",1943713.87848896,-256905.50420083888
2005-09-25 23:41:32,$GPGGA,234132,3926.5031,N,11946.1983,W,2,12,0.8,1380.0,M,-22.0,M,,"*4B
",1943713.87848896,-256905.50420083888
2005-09-25 23:41:34,$GPGGA,234134,3926.5031,N,11946.1983,W,2,12,0.8,1380.3,M,-22.0,M,,"*4E
",1943713.87848896,-256905.50420083888
2005-09-25 23:41:36,$GPGGA,234136,3926.5031,N,11946.1983,W,2,12,0.8,1380.4,M,-22.0,M,,"*4B
",1943713.87848896,-256905.50420083888
2005-09-25 23:41:38,$GPGGA,234138,3926.5031,N,11946.1983,W,2,12,0.8,1380.5,M,-22.0,M,,"*44
",1943713.87848896,-256905.50420083888
2005-09-25 23:41:40,$GPGGA,234140,3926.5031,N,11946.1983,W,2,12,0.9,1380.4,M,-22.0,M,,"*4B
",1943713.87848896,-256905.50420083888
2005-09-25 23:41:42,$GPGGA,234142,3926.5031,N,11946.1984,W,2,12,0.9,1380.2,M,-22.0,M,,"*48
",1943713.7332443413,-256905.54239861434
2005-09-25 23:41:44,$GPGGA,234144,3926.5030,N,11946.1984,W,2,12,0.9,1379.8,M,-22.0,M,,"*43
",1943713.7825079288,-256905.72971821754
2005-09-25 23:41:46,$GPGGA,234146,3926.5030,N,11946.1984,W,2,12,0.9,1379.8,M,-22.0,M,,"*41
",1943713.7825079288,-256905.72971821754
2005-09-25 23:41:48,$GPGGA,234148,3926.5030,N,11946.1984,W,2,12,0.9,1379.4,M,-22.0,M,,"*43
",1943713.7825079288,-256905.72971821754
2005-09-25 23:41:50,$GPGGA,234150,3926.5030,N,11946.1984,W,2,12,0.9,1379.8,M,-22.0,M,,"*46
",1943713.7825079288,-256905.72971821754
2005-09-25 23:41:52,$GPGGA,234152,3926.5030,N,11946.1984,W,2,12,0.9,1380.5,M,-22.0,M,,"*4F
",1943713.7825079288,-256905.72971821754
2005-09-25 23:41:54,$GPGGA,234154,3926.5030,N,11946.1984,W,2,12,0.8,1381.0,M,-22.0,M,,"*4C
",1943713.7825079288,-256905.72971821754
2005-09-25 23:41:56,$GPGGA,234156,3926.5030,N,11946.1984,W,2,12,0.9,1381.4,M,-22.0,M,,"*4B
",1943713.7825079288,-256905.72971821754
2005-09-25 23:41:58,$GPGGA,234158,3926.5030,N,11946.1984,W,2,12,0.9,1381.3,M,-22.0,M,,"*42
",1943713.7825079288,-256905.72971821754
2005-09-25 23:42:00,$GPGGA,234200,3926.5030,N,11946.1984,W,2,12,0.9,1381.1,M,-22.0,M,,"*4E
",1943713.7825079288,-256905.72971821754
2005-09-25 23:42:02,$GPGGA,234202,3926.5030,N,11946.1984,W,2,12,0.9,1381.0,M,-22.0,M,,"*4D
",1943713.7825079288,-256905.72971821754
2005-09-25 23:42:04,$GPGGA,234204,3926.5030,N,11946.1984,W,2,12,0.9,1380.8,M,-22.0,M,,"*42
",1943713.7825079288,-256905.72971821754
2005-09-25 23:42:06,$GPGGA,234206,3926.5029,N,11946.1985,W,2,11,0.9,1380.5,M,-22.0,M,,"*47
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:08,$GPGGA,234208,3926.5029,N,11946.1985,W,2,12,0.9,1380.1,M,-22.0,M,,"*4E
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:10,$GPGGA,234210,3926.5029,N,11946.1985,W,2,12,0.9,1379.6,M,-22.0,M,,"*46
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:12,$GPGGA,234212,3926.5029,N,11946.1985,W,2,12,0.9,1379.3,M,-22.0,M,,"*41
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:14,$GPGGA,234214,3926.5029,N,11946.1985,W,2,12,0.9,1379.0,M,-22.0,M,,"*44
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:16,$GPGGA,234216,3926.5029,N,11946.1985,W,2,12,0.9,1379.0,M,-22.0,M,,"*46
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:18,$GPGGA,234218,3926.5029,N,11946.1985,W,2,12,0.9,1378.6,M,-22.0,M,,"*4F
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:20,$GPGGA,234220,3926.5029,N,11946.1985,W,2,12,0.9,1378.4,M,-22.0,M,,"*46
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:22,$GPGGA,234222,3926.5029,N,11946.1985,W,2,12,1.0,1378.3,M,-22.0,M,,"*4B
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:24,$GPGGA,234224,3926.5029,N,11946.1985,W,2,12,0.9,1378.2,M,-22.0,M,,"*44
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:26,$GPGGA,234226,3926.5029,N,11946.1985,W,2,12,0.9,1378.4,M,-22.0,M,,"*40
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:28,$GPGGA,234228,3926.5029,N,11946.1985,W,2,12,0.9,1378.9,M,-22.0,M,,"*43
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:30,$GPGGA,234230,3926.5029,N,11946.1985,W,2,12,0.8,1379.3,M,-22.0,M,,"*40
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:32,$GPGGA,234232,3926.5029,N,11946.1985,W,2,12,0.8,1379.6,M,-22.0,M,,"*47
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:34,$GPGGA,234234,3926.5029,N,11946.1985,W,2,12,0.8,1379.7,M,-22.0,M,,"*40
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:36,$GPGGA,234236,3926.5029,N,11946.1985,W,2,12,0.8,1379.9,M,-22.0,M,,"*4C
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:38,$GPGGA,234238,3926.5029,N,11946.1985,W,2,12,0.8,1380.0,M,-22.0,M,,"*4D
",1943713.686526881,-256905.95523559724
2005-09-25 23:42:40,$GPGGA,234240,3926.5029,N,11946.1984,W,2,12,0.8,1380.1,M,-22.0,M,,"*42
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:42,$GPGGA,234242,3926.5029,N,11946.1984,W,2,12,0.8,1380.5,M,-22.0,M,,"*44
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:44,$GPGGA,234244,3926.5029,N,11946.1984,W,2,12,0.8,1380.9,M,-22.0,M,,"*4E
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:46,$GPGGA,234246,3926.5029,N,11946.1984,W,2,12,0.8,1381.4,M,-22.0,M,,"*40
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:48,$GPGGA,234248,3926.5029,N,11946.1984,W,2,12,0.8,1381.7,M,-22.0,M,,"*4D
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:50,$GPGGA,234250,3926.5029,N,11946.1984,W,2,12,0.8,1382.1,M,-22.0,M,,"*41
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:52,$GPGGA,234252,3926.5029,N,11946.1984,W,2,12,0.8,1382.3,M,-22.0,M,,"*41
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:54,$GPGGA,234254,3926.5029,N,11946.1984,W,2,12,0.8,1382.6,M,-22.0,M,,"*42
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:56,$GPGGA,234256,3926.5029,N,11946.1984,W,2,12,0.8,1382.7,M,-22.0,M,,"*41
",1943713.831771514,-256905.91703782382
2005-09-25 23:42:58,$GPGGA,234258,3926.5029,N,11946.1984,W,2,12,0.8,1382.7,M,-22.0,M,,"*4F
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:00,$GPGGA,234300,3926.5029,N,11946.1984,W,2,12,0.8,1382.5,M,-22.0,M,,"*41
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:02,$GPGGA,234302,3926.5029,N,11946.1984,W,2,12,0.8,1382.3,M,-22.0,M,,"*45
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:04,$GPGGA,234304,3926.5029,N,11946.1984,W,2,12,0.8,1382.2,M,-22.0,M,,"*42
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:06,$GPGGA,234306,3926.5029,N,11946.1984,W,2,12,0.8,1382.2,M,-22.0,M,,"*40
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:08,$GPGGA,234308,3926.5029,N,11946.1984,W,2,12,0.8,1382.4,M,-22.0,M,,"*48
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:10,$GPGGA,234310,3926.5029,N,11946.1984,W,2,12,0.8,1382.5,M,-22.0,M,,"*40
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:12,$GPGGA,234312,3926.5029,N,11946.1984,W,2,12,0.8,1382.9,M,-22.0,M,,"*4E
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:14,$GPGGA,234314,3926.5029,N,11946.1984,W,2,12,0.8,1383.2,M,-22.0,M,,"*42
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:16,$GPGGA,234316,3926.5029,N,11946.1984,W,2,12,0.8,1383.6,M,-22.0,M,,"*44
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:18,$GPGGA,234318,3926.5029,N,11946.1984,W,2,12,0.8,1384.2,M,-22.0,M,,"*49
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:20,$GPGGA,234320,3926.5029,N,11946.1984,W,2,12,0.8,1384.8,M,-22.0,M,,"*48
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:22,$GPGGA,234322,3926.5029,N,11946.1984,W,2,12,0.8,1385.2,M,-22.0,M,,"*41
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:24,$GPGGA,234324,3926.5029,N,11946.1984,W,2,12,0.8,1385.4,M,-22.0,M,,"*41
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:26,$GPGGA,234326,3926.5029,N,11946.1984,W,2,12,0.8,1385.3,M,-22.0,M,,"*44
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:28,$GPGGA,234328,3926.5029,N,11946.1984,W,2,12,0.8,1385.3,M,-22.0,M,,"*4A
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:30,$GPGGA,234330,3926.5029,N,11946.1984,W,2,12,0.8,1385.6,M,-22.0,M,,"*46
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:32,$GPGGA,234332,3926.5029,N,11946.1984,W,2,12,0.8,1385.9,M,-22.0,M,,"*4B
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:34,$GPGGA,234334,3926.5029,N,11946.1984,W,2,12,0.8,1386.1,M,-22.0,M,,"*46
",1943713.831771514,-256905.91703782382
2005-09-25 23:43:36,$GPGGA,234336,3926.5029,N,11946.1983,W,2,12,0.8,1386.7,M,-22.0,M,,"*45
",1943713.977016141,-256905.87884004886
2005-09-25 23:43:38,$GPGGA,234338,3926.5029,N,11946.1983,W,2,12,0.9,1387.2,M,-22.0,M,,"*4E
",1943713.977016141,-256905.87884004886
2005-09-25 23:43:40,$GPGGA,234340,3926.5029,N,11946.1983,W,2,12,1.0,1387.3,M,-22.0,M,,"*48
",1943713.977016141,-256905.87884004886
2005-09-25 23:43:42,$GPGGA,234342,3926.5029,N,11946.1983,W,2,12,0.9,1387.6,M,-22.0,M,,"*47
",1943713.977016141,-256905.87884004886
2005-09-25 23:43:44,$GPGGA,234344,3926.5028,N,11946.1983,W,2,11,0.9,1387.6,M,-22.0,M,,"*43
",1943714.0262797289,-256906.06615965327
2005-09-25 23:43:46,$GPGGA,234346,3926.5028,N,11946.1983,W,2,11,0.9,1387.5,M,-22.0,M,,"*42
",1943714.0262797289,-256906.06615965327
2005-09-25 23:43:48,$GPGGA,234348,3926.5028,N,11946.1983,W,2,11,0.9,1387.5,M,-22.0,M,,"*4C
",1943714.0262797289,-256906.06615965327
2005-09-25 23:43:50,$GPGGA,234350,3926.5028,N,11946.1983,W,2,11,0.9,1387.6,M,-22.0,M,,"*46
",1943714.0262797289,-256906.06615965327
2005-09-25 23:43:52,$GPGGA,234352,3926.5028,N,11946.1983,W,2,11,0.9,1387.9,M,-22.0,M,,"*4B
",1943714.0262797289,-256906.06615965327
2005-09-25 23:43:54,$GPGGA,234354,3926.5028,N,11946.1983,W,2,11,0.9,1387.9,M,-22.0,M,,"*4D
",1943714.0262797289,-256906.06615965327
2005-09-25 23:43:56,$GPGGA,234356,3926.5028,N,11946.1983,W,2,11,0.9,1387.9,M,-22.0,M,,"*4F
",1943714.0262797289,-256906.06615965327
2005-09-25 23:43:58,$GPGGA,234358,3926.5028,N,11946.1983,W,2,11,0.9,1388.1,M,-22.0,M,,"*46
",1943714.0262797289,-256906.06615965327
2005-09-25 23:44:00,$GPGGA,234400,3926.5028,N,11946.1983,W,2,12,0.9,1388.2,M,-22.0,M,,"*4C
",1943714.0262797289,-256906.06615965327
2005-09-25 23:44:02,$GPGGA,234402,3926.5028,N,11946.1983,W,2,12,0.9,1388.2,M,-22.0,M,,"*4E
",1943714.0262797289,-256906.06615965327
2005-09-25 23:44:04,$GPGGA,234404,3926.5028,N,11946.1983,W,2,12,0.9,1388.0,M,-22.0,M,,"*4A
",1943714.0262797289,-256906.06615965327
2005-09-25 23:44:06,$GPGGA,234406,3926.5028,N,11946.1982,W,2,12,0.9,1387.7,M,-22.0,M,,"*41
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:08,$GPGGA,234408,3926.5028,N,11946.1982,W,2,12,0.9,1387.3,M,-22.0,M,,"*4B
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:10,$GPGGA,234410,3926.5028,N,11946.1982,W,2,12,0.9,1387.3,M,-22.0,M,,"*42
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:12,$GPGGA,234412,3926.5028,N,11946.1982,W,2,12,0.9,1387.0,M,-22.0,M,,"*43
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:14,$GPGGA,234414,3926.5028,N,11946.1982,W,2,12,0.9,1386.9,M,-22.0,M,,"*4D
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:16,$GPGGA,234416,3926.5028,N,11946.1982,W,2,12,1.0,1386.8,M,-22.0,M,,"*46
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:18,$GPGGA,234418,3926.5028,N,11946.1982,W,2,12,0.9,1386.7,M,-22.0,M,,"*4F
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:20,$GPGGA,234420,3926.5028,N,11946.1982,W,2,11,1.0,1386.6,M,-22.0,M,,"*4E
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:22,$GPGGA,234422,3926.5028,N,11946.1982,W,2,12,0.9,1386.4,M,-22.0,M,,"*45
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:24,$GPGGA,234424,3926.5028,N,11946.1982,W,2,12,1.0,1386.0,M,-22.0,M,,"*4F
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:26,$GPGGA,234426,3926.5028,N,11946.1982,W,2,12,0.9,1385.8,M,-22.0,M,,"*4E
",1943714.1715243617,-256906.02796187488
2005-09-25 23:44:28,$GPGGA,234428,3926.5029,N,11946.1982,W,2,12,0.9,1385.8,M,-22.0,M,,"*41
",1943714.1222607698,-256905.8406422701
2005-09-25 23:44:30,$GPGGA,234430,3926.5029,N,11946.1982,W,2,12,0.9,1385.7,M,-22.0,M,,"*47
",1943714.1222607698,-256905.8406422701
2005-09-25 23:44:32,$GPGGA,234432,3926.5029,N,11946.1982,W,2,12,1.0,1385.5,M,-22.0,M,,"*4F
",1943714.1222607698,-256905.8406422701
2005-09-25 23:44:34,$GPGGA,234434,3926.5029,N,11946.1982,W,2,12,1.0,1385.3,M,-22.0,M,,"*4F
",1943714.1222607698,-256905.8406422701
2005-09-25 23:44:36,$GPGGA,234436,3926.5029,N,11946.1982,W,2,12,0.9,1385.3,M,-22.0,M,,"*45
",1943714.1222607698,-256905.8406422701
2005-09-25 23:44:38,$GPGGA,234438,3926.5029,N,11946.1982,W,2,12,0.9,1385.0,M,-22.0,M,,"*48
",1943714.1222607698,-256905.8406422701
2005-09-25 23:44:40,$GPGGA,234440,3926.5029,N,11946.1982,W,2,12,0.9,1384.9,M,-22.0,M,,"*4F
",1943714.1222607698,-256905.8406422701
2005-09-25 23:44:42,$GPGGA,234442,3926.5029,N,11946.1981,W,2,12,0.9,1385.3,M,-22.0,M,,"*45
",1943714.267505401,-256905.8024444876
2005-09-25 23:44:44,$GPGGA,234444,3926.5029,N,11946.1981,W,2,12,0.9,1385.5,M,-22.0,M,,"*45
",1943714.267505401,-256905.8024444876
2005-09-25 23:44:46,$GPGGA,234446,3926.5029,N,11946.1981,W,2,12,0.9,1386.0,M,-22.0,M,,"*41
",1943714.267505401,-256905.8024444876
2005-09-25 23:44:48,$GPGGA,234448,3926.5029,N,11946.1981,W,2,12,0.8,1386.2,M,-22.0,M,,"*4C
",1943714.267505401,-256905.8024444876
2005-09-25 23:44:50,$GPGGA,234450,3926.5029,N,11946.1981,W,2,12,0.8,1386.2,M,-22.0,M,,"*45
",1943714.267505401,-256905.8024444876
2005-09-25 23:44:52,$GPGGA,234452,3926.5029,N,11946.1981,W,2,12,0.8,1386.2,M,-22.0,M,,"*47
",1943714.267505401,-256905.8024444876
2005-09-25 23:44:54,$GPGGA,234454,3926.5029,N,11946.1981,W,2,12,0.8,1385.9,M,-22.0,M,,"*49
",1943714.267505401,-256905.8024444876
2005-09-25 23:44:56,$GPGGA,234456,3926.5029,N,11946.1981,W,2,12,0.8,1385.8,M,-22.0,M,,"*4A
",1943714.267505401,-256905.8024444876
2005-09-25 23:44:58,$GPGGA,234458,3926.5029,N,11946.1981,W,2,12,0.9,1385.5,M,-22.0,M,,"*48
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:00,$GPGGA,234500,3926.5029,N,11946.1981,W,2,12,0.8,1385.1,M,-22.0,M,,"*41
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:02,$GPGGA,234502,3926.5029,N,11946.1981,W,2,12,0.8,1384.7,M,-22.0,M,,"*44
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:04,$GPGGA,234504,3926.5029,N,11946.1981,W,2,12,0.8,1384.4,M,-22.0,M,,"*41
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:06,$GPGGA,234506,3926.5029,N,11946.1981,W,2,12,0.8,1384.2,M,-22.0,M,,"*45
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:08,$GPGGA,234508,3926.5029,N,11946.1981,W,2,12,0.8,1384.2,M,-22.0,M,,"*4B
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:10,$GPGGA,234510,3926.5029,N,11946.1981,W,2,12,0.8,1384.4,M,-22.0,M,,"*44
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:12,$GPGGA,234512,3926.5029,N,11946.1981,W,2,12,0.8,1384.0,M,-22.0,M,,"*42
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:14,$GPGGA,234514,3926.5029,N,11946.1981,W,2,12,0.8,1383.9,M,-22.0,M,,"*4A
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:16,$GPGGA,234516,3926.5029,N,11946.1981,W,2,12,0.8,1384.0,M,-22.0,M,,"*46
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:18,$GPGGA,234518,3926.5029,N,11946.1981,W,2,12,0.8,1384.1,M,-22.0,M,,"*49
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:20,$GPGGA,234520,3926.5029,N,11946.1981,W,2,12,0.8,1384.0,M,-22.0,M,,"*43
",1943714.267505401,-256905.8024444876
2005-09-25 23:45:22,$GPGGA,234522,3926.5029,N,11946.1980,W,2,12,0.8,1383.8,M,-22.0,M,,"*4F
",1943714.4127500306,-256905.76424670254
2005-09-25 23:45:24,$GPGGA,234524,3926.5029,N,11946.1980,W,2,12,0.8,1383.7,M,-22.0,M,,"*46
",1943714.4127500306,-256905.76424670254
2005-09-25 23:45:26,$GPGGA,234526,3926.5029,N,11946.1980,W,2,12,0.8,1383.6,M,-22.0,M,,"*45
",1943714.4127500306,-256905.76424670254
2005-09-25 23:45:28,$GPGGA,234528,3926.5030,N,11946.1980,W,2,12,0.8,1383.7,M,-22.0,M,,"*42
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:30,$GPGGA,234530,3926.5030,N,11946.1980,W,2,12,0.8,1383.9,M,-22.0,M,,"*45
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:32,$GPGGA,234532,3926.5030,N,11946.1980,W,2,12,0.8,1384.5,M,-22.0,M,,"*4C
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:34,$GPGGA,234534,3926.5030,N,11946.1980,W,2,12,0.8,1385.1,M,-22.0,M,,"*4F
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:36,$GPGGA,234536,3926.5030,N,11946.1980,W,2,12,0.8,1386.0,M,-22.0,M,,"*4F
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:38,$GPGGA,234538,3926.5030,N,11946.1980,W,2,12,0.8,1386.6,M,-22.0,M,,"*47
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:40,$GPGGA,234540,3926.5030,N,11946.1980,W,2,12,0.8,1386.5,M,-22.0,M,,"*4B
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:42,$GPGGA,234542,3926.5030,N,11946.1980,W,2,12,0.8,1386.0,M,-22.0,M,,"*4C
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:44,$GPGGA,234544,3926.5030,N,11946.1980,W,2,12,0.8,1385.6,M,-22.0,M,,"*4F
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:46,$GPGGA,234546,3926.5030,N,11946.1980,W,2,12,0.8,1385.5,M,-22.0,M,,"*4E
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:48,$GPGGA,234548,3926.5030,N,11946.1980,W,2,12,0.8,1385.8,M,-22.0,M,,"*4D
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:50,$GPGGA,234550,3926.5030,N,11946.1980,W,2,12,0.9,1385.6,M,-22.0,M,,"*4B
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:52,$GPGGA,234552,3926.5030,N,11946.1980,W,2,12,0.9,1385.8,M,-22.0,M,,"*47
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:54,$GPGGA,234554,3926.5030,N,11946.1980,W,2,12,0.8,1386.3,M,-22.0,M,,"*48
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:56,$GPGGA,234556,3926.5030,N,11946.1980,W,2,12,0.8,1386.3,M,-22.0,M,,"*4A
",1943714.363486428,-256905.5769270953
2005-09-25 23:45:58,$GPGGA,234558,3926.5030,N,11946.1980,W,2,12,0.8,1386.5,M,-22.0,M,,"*42
",1943714.363486428,-256905.5769270953
2005-09-25 23:46:00,$GPGGA,234600,3926.5030,N,11946.1980,W,2,12,0.8,1386.2,M,-22.0,M,,"*4B
",1943714.363486428,-256905.5769270953
2005-09-25 23:46:02,$GPGGA,234602,3926.5030,N,11946.1980,W,2,12,0.8,1386.7,M,-22.0,M,,"*4C
",1943714.363486428,-256905.5769270953
2005-09-25 23:46:04,$GPGGA,234604,3926.5030,N,11946.1980,W,2,12,0.8,1386.4,M,-22.0,M,,"*49
",1943714.363486428,-256905.5769270953
2005-09-25 23:46:06,$GPGGA,234606,3926.5029,N,11946.1980,W,2,12,0.8,1386.1,M,-22.0,M,,"*46
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:08,$GPGGA,234608,3926.5029,N,11946.1980,W,2,12,0.8,1386.2,M,-22.0,M,,"*4B
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:10,$GPGGA,234610,3926.5029,N,11946.1980,W,2,12,0.8,1386.0,M,-22.0,M,,"*40
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:12,$GPGGA,234612,3926.5029,N,11946.1980,W,2,12,0.8,1385.8,M,-22.0,M,,"*49
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:14,$GPGGA,234614,3926.5029,N,11946.1980,W,2,12,0.9,1385.5,M,-22.0,M,,"*43
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:16,$GPGGA,234616,3926.5029,N,11946.1980,W,2,12,1.0,1385.2,M,-22.0,M,,"*4E
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:18,$GPGGA,234618,3926.5029,N,11946.1980,W,2,12,1.0,1384.7,M,-22.0,M,,"*44
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:20,$GPGGA,234620,3926.5029,N,11946.1980,W,2,12,1.1,1384.6,M,-22.0,M,,"*4F
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:22,$GPGGA,234622,3926.5029,N,11946.1980,W,2,12,1.0,1384.1,M,-22.0,M,,"*4B
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:24,$GPGGA,234624,3926.5029,N,11946.1980,W,2,12,1.0,1383.9,M,-22.0,M,,"*42
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:26,$GPGGA,234626,3926.5029,N,11946.1980,W,2,12,0.8,1383.6,M,-22.0,M,,"*46
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:28,$GPGGA,234628,3926.5029,N,11946.1980,W,2,12,0.8,1383.5,M,-22.0,M,,"*4B
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:30,$GPGGA,234630,3926.5029,N,11946.1980,W,2,12,0.8,1383.2,M,-22.0,M,,"*45
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:32,$GPGGA,234632,3926.5029,N,11946.1980,W,2,12,0.9,1382.9,M,-22.0,M,,"*4C
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:34,$GPGGA,234634,3926.5029,N,11946.1980,W,2,12,0.9,1383.0,M,-22.0,M,,"*42
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:36,$GPGGA,234636,3926.5029,N,11946.1980,W,2,12,0.9,1382.9,M,-22.0,M,,"*48
",1943714.4127500306,-256905.76424670254
2005-09-25 23:46:38,$GPGGA,234638,3926.5029,N,11946.1981,W,2,12,0.9,1382.5,M,-22.0,M,,"*4B
",1943714.267505401,-256905.8024444876
